1523045088190	M	[1190,224]
1523045088324	A1	[5600,cmd.exe,Command Prompt - ActivityLogger.bat,993,527,374,169]
1523045088324	A1	[3616,Explorer.EXE,Program Manager,1920,1080,0,0]
1523045088324	A8	[3616,Explorer.EXE,]
1523045088343	M	[1190,224]
1523045088523	M	[1190,224]
1523045088639	M	[1190,224]
1523045088742	M	[1190,224]
1523045088888	M	[1190,224]
1523045089044	M	[1190,224]
1523045089194	M	[1190,224]
1523045089297	M	[1190,224]
1523045089414	M	[1190,224]
1523045089571	M	[1190,224]
1523045089740	M	[1190,224]
1523045089906	M	[1190,224]
1523045090063	M	[1190,224]
1523045090217	M	[1190,224]
1523045090319	M	[1310,146]
1523045090440	M	[1436,10]
1523045090596	M	[1436,10]
1523045090756	M	[1435,12]
1523045090892	M	[1411,46]
1523045090994	M	[1359,145]
1523045091102	M	[1297,192]
1523045091203	M	[1295,192]
1523045091306	M	[1262,186]
1523045091410	M	[1250,183]
1523045091521	M	[1248,177]
1523045091624	M	[1242,178]
1523045091669	K3	[1,1242,178]
1523045091732	K4	[1,1242,178]
1523045091734	M	[1242,178]
1523045091836	M	[1242,178]
1523045091869	A6	[5600,cmd.exe,160,28,-32000,-32000]
1523045091869	A4	[5600,cmd.exe]
1523045091941	M	[1286,159]
1523045092043	M	[1306,148]
1523045092146	M	[1306,148]
1523045092247	M	[1306,148]
1523045092406	M	[1306,148]
1523045092563	M	[1306,148]
1523045092719	M	[1306,148]
1523045092875	M	[1306,148]
1523045093031	M	[1306,148]
1523045093188	M	[1306,148]
1523045093344	M	[1306,148]
1523045093500	M	[1306,148]
1523045093657	M	[1306,148]
1523045093813	M	[1306,148]
1523045093969	M	[1306,148]
1523045094125	M	[1306,148]
1523045094281	M	[1306,148]
1523045094438	M	[1306,148]
1523045094594	M	[1306,148]
1523045094750	M	[1306,148]
1523045094907	M	[1306,148]
1523045095063	M	[1307,148]
1523045095219	M	[1307,148]
1523045095375	M	[1307,148]
1523045095532	M	[1307,148]
1523045095688	M	[1307,148]
1523045095844	M	[1307,148]
1523045096000	M	[1307,148]
1523045096157	M	[1307,148]
1523045096313	M	[1307,148]
1523045096469	M	[1307,148]
1523045096626	M	[1307,148]
1523045096782	M	[1307,148]
1523045096938	M	[1307,148]
1523045097094	M	[1307,148]
1523045097251	M	[1307,148]
1523045097407	M	[1307,148]
1523045097563	M	[1307,148]
1523045097719	M	[1307,148]
1523045097876	M	[1307,148]
1523045098032	M	[1307,148]
1523045098188	M	[1307,148]
1523045098345	M	[1307,148]
1523045098501	M	[1307,148]
1523045098657	M	[1307,148]
1523045098813	M	[1307,148]
1523045098970	M	[1307,148]
1523045099126	M	[1307,148]
1523045099282	M	[1307,148]
1523045099438	M	[1307,148]
1523045099595	M	[1307,148]
1523045099751	M	[1307,148]
1523045099907	M	[1307,148]
1523045100063	M	[1307,148]
1523045100220	M	[1307,148]
1523045100376	M	[1307,148]
1523045100483	M	[1307,148]
1523045100585	M	[1307,148]
1523045100692	M	[1307,148]
1523045100810	M	[1307,148]
1523045100966	M	[1307,148]
1523045101122	M	[1307,148]
1523045101279	M	[1307,148]
1523045101435	M	[1307,148]
1523045101591	M	[1307,148]
1523045101747	M	[1307,148]
1523045101904	M	[1307,148]
1523045102060	M	[1307,148]
1523045102216	M	[1307,148]
1523045102373	M	[1307,148]
1523045102529	M	[1307,148]
1523045102685	M	[1307,148]
1523045102841	M	[1307,148]
1523045102998	M	[1307,148]
1523045103154	M	[1307,148]
1523045103310	M	[1307,148]
1523045103466	M	[1307,148]
1523045103623	M	[1307,148]
1523045103779	M	[1307,148]
1523045103935	M	[1307,148]
1523045104091	M	[1307,148]
1523045104248	M	[1307,148]
1523045104404	M	[1307,148]
1523045104560	M	[1307,148]
1523045104717	M	[1307,148]
1523045104873	M	[1307,148]
1523045105029	M	[1394,36]
1523045105185	M	[1671,0]
1523045105342	M	[723,0]
1523045105492	M	[723,0]
1523045105594	M	[723,0]
1523045105720	M	[723,0]
1523045105876	M	[723,0]
1523045106033	M	[717,0]
1523045106189	M	[708,0]
1523045106345	M	[729,0]
1523045106501	M	[714,0]
1523045106658	M	[712,0]
1523045106814	M	[712,0]
1523045106970	M	[712,0]
1523045107126	M	[709,0]
1523045107283	M	[709,0]
1523045107439	M	[709,0]
1523045107568	M	[709,0]
1523045107671	M	[709,0]
1523045107813	M	[709,0]
1523045107969	M	[709,0]
1523045108125	M	[709,0]
1523045108282	M	[709,0]
1523045108438	M	[709,0]
1523045108606	M	[709,0]
1523045108754	M	[718,17]
1523045108858	M	[762,179]
1523045108993	M	[566,796]
1523045109149	M	[532,898]
1523045109305	M	[598,661]
1523045109462	M	[598,661]
1523045109618	M	[598,661]
1523045109774	M	[598,661]
1523045109930	M	[318,649]
1523045110106	M	[0,600]
1523045110227	M	[0,583]
1523045110330	M	[0,583]
1523045110470	M	[0,583]
1523045110627	M	[0,583]
1523045110783	M	[0,579]
1523045110956	M	[23,442]
1523045111064	M	[39,417]
1523045111167	M	[39,417]
1523045111320	M	[39,417]
1523045111477	M	[39,417]
1523045111633	M	[39,417]
1523045111789	M	[39,417]
1523045111914	K3	[1,39,417]
1523045111956	M	[39,417]
1523045111997	K4	[1,39,417]
1523045112061	K3	[1,39,417]
1523045112071	M	[39,417]
1523045112174	M	[39,417]
1523045112180	K4	[1,39,417]
1523045112288	M	[39,417]
1523045112390	M	[39,417]
1523045112407	A6	[3616,Explorer.EXE,1139,641,206,208]
1523045112407	A7	[3616#Explorer.EXE;5600#cmd.exe;3616#Explorer.EXE]
1523045112407	A8	[3616,Explorer.EXE,Desktop\This PC\Documents]
1523045112407	A5	[3616,Explorer.EXE,Documents]
1523045112511	M	[39,417]
1523045112623	M	[39,417]
1523045112624	A6	[3616,Explorer.EXE,1139,641,206,208]
1523045112624	A5	[3616,Explorer.EXE,Documents]
1523045112624	A8	[3616,Explorer.EXE,Desktop\This PC\Documents]
1523045112725	M	[39,417]
1523045112836	M	[39,417]
1523045112939	M	[39,417]
1523045113060	M	[39,420]
1523045113163	M	[39,420]
1523045113276	M	[39,420]
1523045113379	M	[39,420]
1523045113497	M	[39,420]
1523045113599	M	[39,420]
1523045113708	M	[39,420]
1523045113811	M	[59,433]
1523045113928	M	[59,433]
1523045114029	M	[59,433]
1523045114180	M	[59,433]
1523045114320	M	[59,433]
1523045114422	M	[59,433]
1523045114540	M	[59,433]
1523045114641	M	[59,433]
1523045114756	M	[59,435]
1523045114858	M	[59,435]
1523045114980	M	[59,435]
1523045115101	M	[59,435]
1523045115257	M	[59,435]
1523045115370	M	[59,435]
1523045115472	M	[59,436]
1523045115585	M	[59,436]
1523045115701	M	[59,436]
1523045115804	M	[59,436]
1523045115927	M	[59,436]
1523045116031	M	[59,436]
1523045116171	M	[55,443]
1523045116327	M	[55,443]
1523045116521	M	[55,443]
1523045116622	M	[55,443]
