1524263259590	M	[1659,992]
1524263259747	M	[1760,810]
1524263259904	M	[1796,773]
1524263260062	M	[1804,707]
1524263260218	M	[1799,685]
1524263260312	A7	[1600#cmd.exe;3096#Calculator.exe;2756#ApplicationFrameHost.exe;13260#LogiPresentationUI.exe;11904#googledrivesync.exe;11916#SystemSettings.exe;2756#ApplicationFrameHost.exe;10444#Explorer.EXE]
1524263260312	A1	[13260,LogiPresentationUI.exe,Logitech Presentation,160,28,0,1012]
1524263260312	A1	[2756,ApplicationFrameHost.exe,Calculator,533,509,1141,501]
1524263260312	A1	[3096,Calculator.exe,Calculator,517,500,0,1]
1524263260312	A1	[1600,cmd.exe,Command Prompt - ActivityLogger.bat,726,406,1198,640]
1524263260312	A1	[11916,SystemSettings.exe,CN=Microsoft Windows, O=Microsoft Corporation, L=Redmond, S=Washington, C=US,1920,1040,0,8]
1524263260312	A1	[10444,Explorer.EXE,Program Manager,1920,1080,0,0]
1524263260312	A8	[10444,Explorer.EXE,]
1524263260312	A1	[11904,googledrivesync.exe,Back up & Sync,0,0,-9999,-9999]
1524263260327	A5	[2756,ApplicationFrameHost.exe,Calculator]
1524263260327	A6	[2756,ApplicationFrameHost.exe,533,509,1141,501]
1524263260359	M	[1799,673]
1524263260465	M	[1799,673]
1524263260596	M	[1799,673]
1524263260752	M	[1799,673]
1524263260908	M	[1799,673]
1524263261066	M	[1799,673]
1524263261222	M	[1799,673]
1524263261378	M	[1799,673]
1524263261535	M	[1799,673]
1524263261691	M	[1799,673]
1524263261847	M	[1799,673]
1524263262004	M	[1799,673]
1524263262161	M	[1799,673]
1524263262317	M	[1799,673]
1524263262439	M	[1774,681]
1524263262544	M	[1708,745]
1524263262705	M	[1677,894]
1524263262862	M	[1717,968]
1524263263019	M	[1690,776]
1524263263175	M	[1585,572]
1524263263316	K3	[1,1536,509]
1524263263331	M	[1536,509]
1524263263410	K4	[1,1536,509]
1524263263488	M	[1536,509]
1524263263644	M	[1409,542]
1524263263800	M	[1280,628]
1524263263956	M	[1295,658]
1524263264065	M	[1296,663]
1524263264172	M	[1275,702]
1524263264334	M	[976,733]
1524263264490	M	[278,401]
1524263264646	M	[456,450]
1524263264803	M	[892,408]
1524263264960	M	[1058,423]
1524263265118	M	[1056,422]
1524263265274	M	[1053,422]
1524263265430	M	[1052,422]
1524263265586	M	[1052,422]
1524263265743	M	[1052,422]
1524263265899	M	[1052,422]
1524263266056	M	[1052,422]
1524263266213	M	[1050,422]
1524263266369	M	[1047,422]
1524263266525	M	[1047,422]
1524263266681	M	[1047,422]
1524263266837	M	[1047,422]
1524263266995	M	[1047,422]
1524263267151	M	[1049,465]
1524263267307	M	[1049,465]
1524263267464	M	[1049,465]
1524263267620	M	[1053,478]
1524263267776	M	[1073,505]
1524263267932	M	[1065,440]
1524263268090	M	[983,208]
1524263268246	M	[975,308]
1524263268402	M	[1065,338]
1524263268418	K3	[1,1065,338]
